episode,step,object_id,family,dev_feats_present,action,base_prior,risk_penalty_raw,risk_penalty_clipped,scaled_penalty,raw_score,final_score,per_feat_weights,ground_truth_outcome,is_prior_violation,was_selected
2,0,test_wood_log_000,wood-like,"damp_texture,treated_surface",mine_by_hand,0.25,0.0,0.0,0.0,0.233333,0.233333,treated_surface=0.000000;damp_texture=0.000000,unknown,False,False
2,0,test_wood_log_000,wood-like,"damp_texture,treated_surface",mine_with_pickaxe,0.25,0.0,0.0,0.0,0.233333,0.233333,treated_surface=0.000000;damp_texture=0.000000,unknown,False,False
2,0,test_wood_log_000,wood-like,"damp_texture,treated_surface",craft_plank,0.85,-0.107881,-0.107881,-0.107881,0.930161,0.930161,treated_surface=-0.107881;damp_texture=-0.107881,unknown,False,True
2,0,test_wood_log_000,wood-like,"damp_texture,treated_surface",eat,0.15,0.0,0.0,0.0,0.133333,0.133333,treated_surface=0.000000;damp_texture=0.000000,unknown,False,False
2,0,test_wood_log_000,wood-like,"damp_texture,treated_surface",use_as_tool,0.15,0.0,0.0,0.0,0.133333,0.133333,treated_surface=0.000000;damp_texture=0.000000,unknown,False,False
2,0,test_wood_log_000,wood-like,"damp_texture,treated_surface",burn_as_fuel,0.85,0.0,0.0,0.0,0.833333,0.833333,treated_surface=0.000000;damp_texture=0.000000,unknown,False,False
2,1,test_apple_005,tool-like,,mine_by_hand,0.25,0.0,0.0,0.0,0.233333,0.233333,,unknown,False,False
2,1,test_apple_005,tool-like,,mine_with_pickaxe,0.25,0.0,0.0,0.0,0.233333,0.233333,,unknown,False,False
2,1,test_apple_005,tool-like,,craft_plank,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
2,1,test_apple_005,tool-like,,eat,0.1,0.0,0.0,0.0,0.083333,0.083333,,unknown,False,False
2,1,test_apple_005,tool-like,,use_as_tool,0.85,0.0,0.0,0.0,0.833333,0.833333,,unknown,False,True
2,1,test_apple_005,tool-like,,burn_as_fuel,0.6,0.0,0.0,0.0,0.583333,0.583333,,unknown,False,False
2,2,test_wood_log_001,wood-like,,mine_by_hand,0.25,0.0,0.0,0.0,0.233333,0.233333,,unknown,False,False
2,2,test_wood_log_001,wood-like,,mine_with_pickaxe,0.25,0.0,0.0,0.0,0.233333,0.233333,,unknown,False,False
2,2,test_wood_log_001,wood-like,,craft_plank,0.85,0.0,0.0,0.0,0.833333,0.833333,,unknown,False,True
2,2,test_wood_log_001,wood-like,,eat,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
2,2,test_wood_log_001,wood-like,,use_as_tool,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
2,2,test_wood_log_001,wood-like,,burn_as_fuel,0.85,0.0,0.0,0.0,0.833333,0.833333,,unknown,False,False
2,3,test_stone_block_007,stone-like,,mine_by_hand,0.85,0.0,0.0,0.0,0.833333,0.833333,,unknown,False,True
2,3,test_stone_block_007,stone-like,,mine_with_pickaxe,0.85,0.0,0.0,0.0,0.833333,0.833333,,unknown,False,False
2,3,test_stone_block_007,stone-like,,craft_plank,0.1,0.0,0.0,0.0,0.083333,0.083333,,unknown,False,False
2,3,test_stone_block_007,stone-like,,eat,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
2,3,test_stone_block_007,stone-like,,use_as_tool,0.1,0.0,0.0,0.0,0.083333,0.083333,,unknown,False,False
2,3,test_stone_block_007,stone-like,,burn_as_fuel,0.1,0.0,0.0,0.0,0.083333,0.083333,,unknown,False,False
2,4,test_wood_log_014,wood-like,,mine_by_hand,0.25,0.0,0.0,0.0,0.233333,0.233333,,unknown,False,False
2,4,test_wood_log_014,wood-like,,mine_with_pickaxe,0.25,0.0,0.0,0.0,0.233333,0.233333,,unknown,False,False
2,4,test_wood_log_014,wood-like,,craft_plank,0.85,0.0,0.0,0.0,0.833333,0.833333,,unknown,False,True
2,4,test_wood_log_014,wood-like,,eat,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
2,4,test_wood_log_014,wood-like,,use_as_tool,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
2,4,test_wood_log_014,wood-like,,burn_as_fuel,0.85,0.0,0.0,0.0,0.833333,0.833333,,unknown,False,False
2,5,test_apple_001,wood-like,,mine_by_hand,0.25,0.0,0.0,0.0,0.233333,0.233333,,unknown,False,False
2,5,test_apple_001,wood-like,,mine_with_pickaxe,0.25,0.0,0.0,0.0,0.233333,0.233333,,unknown,False,False
2,5,test_apple_001,wood-like,,craft_plank,0.85,0.0,0.0,0.0,0.833333,0.833333,,unknown,False,True
2,5,test_apple_001,wood-like,,eat,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
2,5,test_apple_001,wood-like,,use_as_tool,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
2,5,test_apple_001,wood-like,,burn_as_fuel,0.85,0.0,0.0,0.0,0.833333,0.833333,,unknown,False,False
2,6,test_wood_log_004,wood-like,,mine_by_hand,0.25,0.0,0.0,0.0,0.233333,0.233333,,unknown,False,False
2,6,test_wood_log_004,wood-like,,mine_with_pickaxe,0.25,0.0,0.0,0.0,0.233333,0.233333,,unknown,False,False
2,6,test_wood_log_004,wood-like,,craft_plank,0.85,0.0,0.0,0.0,0.833333,0.833333,,unknown,False,True
2,6,test_wood_log_004,wood-like,,eat,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
2,6,test_wood_log_004,wood-like,,use_as_tool,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
2,6,test_wood_log_004,wood-like,,burn_as_fuel,0.85,0.0,0.0,0.0,0.833333,0.833333,,unknown,False,False
3,0,test_wood_log_004,wood-like,,mine_by_hand,0.25,0.0,0.0,0.0,0.233333,0.233333,,unknown,False,False
3,0,test_wood_log_004,wood-like,,mine_with_pickaxe,0.25,0.0,0.0,0.0,0.233333,0.233333,,unknown,False,False
3,0,test_wood_log_004,wood-like,,craft_plank,0.85,0.0,0.0,0.0,0.833333,0.833333,,unknown,False,True
3,0,test_wood_log_004,wood-like,,eat,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
3,0,test_wood_log_004,wood-like,,use_as_tool,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
3,0,test_wood_log_004,wood-like,,burn_as_fuel,0.85,0.0,0.0,0.0,0.833333,0.833333,,unknown,False,False
3,1,test_apple_001,wood-like,,mine_by_hand,0.25,0.0,0.0,0.0,0.233333,0.233333,,unknown,False,False
3,1,test_apple_001,wood-like,,mine_with_pickaxe,0.25,0.0,0.0,0.0,0.233333,0.233333,,unknown,False,False
3,1,test_apple_001,wood-like,,craft_plank,0.85,0.0,0.0,0.0,0.833333,0.833333,,unknown,False,True
3,1,test_apple_001,wood-like,,eat,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
3,1,test_apple_001,wood-like,,use_as_tool,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
3,1,test_apple_001,wood-like,,burn_as_fuel,0.85,0.0,0.0,0.0,0.833333,0.833333,,unknown,False,False
3,2,test_wooden_pickaxe_002,apple-like,,mine_by_hand,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
3,2,test_wooden_pickaxe_002,apple-like,,mine_with_pickaxe,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
3,2,test_wooden_pickaxe_002,apple-like,,craft_plank,0.1,0.0,0.0,0.0,0.083333,0.083333,,unknown,False,False
3,2,test_wooden_pickaxe_002,apple-like,,eat,0.85,0.0,0.0,0.0,0.833333,0.833333,,unknown,False,True
3,2,test_wooden_pickaxe_002,apple-like,,use_as_tool,0.1,0.0,0.0,0.0,0.083333,0.083333,,unknown,False,False
3,2,test_wooden_pickaxe_002,apple-like,,burn_as_fuel,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
3,3,test_stone_block_009,wood-like,,mine_by_hand,0.25,0.0,0.0,0.0,0.233333,0.233333,,unknown,False,False
3,3,test_stone_block_009,wood-like,,mine_with_pickaxe,0.25,0.0,0.0,0.0,0.233333,0.233333,,unknown,False,False
3,3,test_stone_block_009,wood-like,,craft_plank,0.85,0.0,0.0,0.0,0.833333,0.833333,,unknown,False,True
3,3,test_stone_block_009,wood-like,,eat,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
3,3,test_stone_block_009,wood-like,,use_as_tool,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
3,3,test_stone_block_009,wood-like,,burn_as_fuel,0.85,0.0,0.0,0.0,0.833333,0.833333,,unknown,False,False
3,4,test_apple_013,apple-like,,mine_by_hand,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
3,4,test_apple_013,apple-like,,mine_with_pickaxe,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
3,4,test_apple_013,apple-like,,craft_plank,0.1,0.0,0.0,0.0,0.083333,0.083333,,unknown,False,False
3,4,test_apple_013,apple-like,,eat,0.85,0.0,0.0,0.0,0.833333,0.833333,,unknown,False,True
3,4,test_apple_013,apple-like,,use_as_tool,0.1,0.0,0.0,0.0,0.083333,0.083333,,unknown,False,False
3,4,test_apple_013,apple-like,,burn_as_fuel,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
3,5,test_stone_block_010,stone-like,"brittle_surface,hollow_sound",mine_by_hand,0.85,0.152049,0.152049,0.152049,0.713437,0.713437,hollow_sound=0.152049;brittle_surface=0.152049,unknown,False,False
3,5,test_stone_block_010,stone-like,"brittle_surface,hollow_sound",mine_with_pickaxe,0.85,0.0,0.0,0.0,0.833333,0.833333,hollow_sound=0.000000;brittle_surface=0.000000,unknown,False,True
3,5,test_stone_block_010,stone-like,"brittle_surface,hollow_sound",craft_plank,0.1,0.0,0.0,0.0,0.083333,0.083333,hollow_sound=0.000000;brittle_surface=0.000000,unknown,False,False
3,5,test_stone_block_010,stone-like,"brittle_surface,hollow_sound",eat,0.15,0.0,0.0,0.0,0.133333,0.133333,hollow_sound=0.000000;brittle_surface=0.000000,unknown,False,False
3,5,test_stone_block_010,stone-like,"brittle_surface,hollow_sound",use_as_tool,0.1,0.0,0.0,0.0,0.083333,0.083333,hollow_sound=0.000000;brittle_surface=0.000000,unknown,False,False
3,5,test_stone_block_010,stone-like,"brittle_surface,hollow_sound",burn_as_fuel,0.1,0.0,0.0,0.0,0.083333,0.083333,hollow_sound=0.000000;brittle_surface=0.000000,unknown,False,False
3,6,test_apple_000,apple-like,,mine_by_hand,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
3,6,test_apple_000,apple-like,,mine_with_pickaxe,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
3,6,test_apple_000,apple-like,,craft_plank,0.1,0.0,0.0,0.0,0.083333,0.083333,,unknown,False,False
3,6,test_apple_000,apple-like,,eat,0.85,0.0,0.0,0.0,0.833333,0.833333,,unknown,False,True
3,6,test_apple_000,apple-like,,use_as_tool,0.1,0.0,0.0,0.0,0.083333,0.083333,,unknown,False,False
3,6,test_apple_000,apple-like,,burn_as_fuel,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
3,7,test_stone_block_006,apple-like,,mine_by_hand,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
3,7,test_stone_block_006,apple-like,,mine_with_pickaxe,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
3,7,test_stone_block_006,apple-like,,craft_plank,0.1,0.0,0.0,0.0,0.083333,0.083333,,unknown,False,False
3,7,test_stone_block_006,apple-like,,eat,0.85,0.0,0.0,0.0,0.833333,0.833333,,unknown,False,True
3,7,test_stone_block_006,apple-like,,use_as_tool,0.1,0.0,0.0,0.0,0.083333,0.083333,,unknown,False,False
3,7,test_stone_block_006,apple-like,,burn_as_fuel,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
4,0,test_wood_log_001,wood-like,,mine_by_hand,0.25,0.0,0.0,0.0,0.233333,0.233333,,unknown,False,False
4,0,test_wood_log_001,wood-like,,mine_with_pickaxe,0.25,0.0,0.0,0.0,0.233333,0.233333,,unknown,False,False
4,0,test_wood_log_001,wood-like,,craft_plank,0.85,0.0,0.0,0.0,0.833333,0.833333,,unknown,False,True
4,0,test_wood_log_001,wood-like,,eat,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
4,0,test_wood_log_001,wood-like,,use_as_tool,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
4,0,test_wood_log_001,wood-like,,burn_as_fuel,0.85,0.0,0.0,0.0,0.833333,0.833333,,unknown,False,False
4,1,test_stone_block_012,wood-like,,mine_by_hand,0.25,0.0,0.0,0.0,0.233333,0.233333,,unknown,False,False
4,1,test_stone_block_012,wood-like,,mine_with_pickaxe,0.25,0.0,0.0,0.0,0.233333,0.233333,,unknown,False,False
4,1,test_stone_block_012,wood-like,,craft_plank,0.85,0.0,0.0,0.0,0.833333,0.833333,,unknown,False,True
4,1,test_stone_block_012,wood-like,,eat,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
4,1,test_stone_block_012,wood-like,,use_as_tool,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
4,1,test_stone_block_012,wood-like,,burn_as_fuel,0.85,0.0,0.0,0.0,0.833333,0.833333,,unknown,False,False
4,2,test_stone_block_004,wood-like,,mine_by_hand,0.25,0.0,0.0,0.0,0.233333,0.233333,,unknown,False,False
4,2,test_stone_block_004,wood-like,,mine_with_pickaxe,0.25,0.0,0.0,0.0,0.233333,0.233333,,unknown,False,False
4,2,test_stone_block_004,wood-like,,craft_plank,0.85,0.0,0.0,0.0,0.833333,0.833333,,unknown,False,True
4,2,test_stone_block_004,wood-like,,eat,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
4,2,test_stone_block_004,wood-like,,use_as_tool,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
4,2,test_stone_block_004,wood-like,,burn_as_fuel,0.85,0.0,0.0,0.0,0.833333,0.833333,,unknown,False,False
4,3,test_wooden_pickaxe_005,apple-like,,mine_by_hand,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
4,3,test_wooden_pickaxe_005,apple-like,,mine_with_pickaxe,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
4,3,test_wooden_pickaxe_005,apple-like,,craft_plank,0.1,0.0,0.0,0.0,0.083333,0.083333,,unknown,False,False
4,3,test_wooden_pickaxe_005,apple-like,,eat,0.85,0.0,0.0,0.0,0.833333,0.833333,,unknown,False,True
4,3,test_wooden_pickaxe_005,apple-like,,use_as_tool,0.1,0.0,0.0,0.0,0.083333,0.083333,,unknown,False,False
4,3,test_wooden_pickaxe_005,apple-like,,burn_as_fuel,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
4,4,test_apple_001,wood-like,,mine_by_hand,0.25,0.0,0.0,0.0,0.233333,0.233333,,unknown,False,False
4,4,test_apple_001,wood-like,,mine_with_pickaxe,0.25,0.0,0.0,0.0,0.233333,0.233333,,unknown,False,False
4,4,test_apple_001,wood-like,,craft_plank,0.85,0.0,0.0,0.0,0.833333,0.833333,,unknown,False,True
4,4,test_apple_001,wood-like,,eat,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
4,4,test_apple_001,wood-like,,use_as_tool,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
4,4,test_apple_001,wood-like,,burn_as_fuel,0.85,0.0,0.0,0.0,0.833333,0.833333,,unknown,False,False
4,5,test_wood_log_007,wood-like,"damp_texture,treated_surface",mine_by_hand,0.25,0.0,0.0,0.0,0.233333,0.233333,treated_surface=0.000000;damp_texture=0.000000,unknown,False,False
4,5,test_wood_log_007,wood-like,"damp_texture,treated_surface",mine_with_pickaxe,0.25,0.0,0.0,0.0,0.233333,0.233333,treated_surface=0.000000;damp_texture=0.000000,unknown,False,False
4,5,test_wood_log_007,wood-like,"damp_texture,treated_surface",craft_plank,0.85,-0.060032,-0.060032,-0.060032,0.885923,0.885923,treated_surface=-0.060032;damp_texture=-0.060032,unknown,False,True
4,5,test_wood_log_007,wood-like,"damp_texture,treated_surface",eat,0.15,0.0,0.0,0.0,0.133333,0.133333,treated_surface=0.000000;damp_texture=0.000000,unknown,False,False
4,5,test_wood_log_007,wood-like,"damp_texture,treated_surface",use_as_tool,0.15,0.0,0.0,0.0,0.133333,0.133333,treated_surface=0.000000;damp_texture=0.000000,unknown,False,False
4,5,test_wood_log_007,wood-like,"damp_texture,treated_surface",burn_as_fuel,0.85,0.0,0.0,0.0,0.833333,0.833333,treated_surface=0.000000;damp_texture=0.000000,unknown,False,False
4,6,test_wood_log_006,wood-like,"damp_texture,treated_surface",mine_by_hand,0.25,0.0,0.0,0.0,0.233333,0.233333,treated_surface=0.000000;damp_texture=0.000000,unknown,False,False
4,6,test_wood_log_006,wood-like,"damp_texture,treated_surface",mine_with_pickaxe,0.25,0.0,0.0,0.0,0.233333,0.233333,treated_surface=0.000000;damp_texture=0.000000,unknown,False,False
4,6,test_wood_log_006,wood-like,"damp_texture,treated_surface",craft_plank,0.85,-0.471649,-0.471649,-0.471649,1.345573,1.345573,treated_surface=-0.471649;damp_texture=-0.471649,unknown,False,True
4,6,test_wood_log_006,wood-like,"damp_texture,treated_surface",eat,0.15,0.0,0.0,0.0,0.133333,0.133333,treated_surface=0.000000;damp_texture=0.000000,unknown,False,False
4,6,test_wood_log_006,wood-like,"damp_texture,treated_surface",use_as_tool,0.15,0.0,0.0,0.0,0.133333,0.133333,treated_surface=0.000000;damp_texture=0.000000,unknown,False,False
4,6,test_wood_log_006,wood-like,"damp_texture,treated_surface",burn_as_fuel,0.85,0.0,0.0,0.0,0.833333,0.833333,treated_surface=0.000000;damp_texture=0.000000,unknown,False,False
4,7,test_stone_block_006,apple-like,,mine_by_hand,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
4,7,test_stone_block_006,apple-like,,mine_with_pickaxe,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
4,7,test_stone_block_006,apple-like,,craft_plank,0.1,0.0,0.0,0.0,0.083333,0.083333,,unknown,False,False
4,7,test_stone_block_006,apple-like,,eat,0.85,0.0,0.0,0.0,0.833333,0.833333,,unknown,False,True
4,7,test_stone_block_006,apple-like,,use_as_tool,0.1,0.0,0.0,0.0,0.083333,0.083333,,unknown,False,False
4,7,test_stone_block_006,apple-like,,burn_as_fuel,0.15,0.0,0.0,0.0,0.133333,0.133333,,unknown,False,False
0,0,test_wooden_pickaxe_007,tool-like,,mine_by_hand,0.25,0,0,0.0,0.233333,0.233333,,unknown,False,False
0,0,test_wooden_pickaxe_007,tool-like,,mine_with_pickaxe,0.25,0,0,0.0,0.233333,0.233333,,unknown,False,False
0,0,test_wooden_pickaxe_007,tool-like,,craft_plank,0.15,0,0,0.0,0.133333,0.133333,,unknown,False,False
0,0,test_wooden_pickaxe_007,tool-like,,eat,0.1,0,0,0.0,0.083333,0.083333,,unknown,False,False
0,0,test_wooden_pickaxe_007,tool-like,,use_as_tool,0.85,0,0,0.0,0.833333,0.833333,,unknown,False,True
0,0,test_wooden_pickaxe_007,tool-like,,burn_as_fuel,0.6,0,0,0.0,0.583333,0.583333,,unknown,False,False
0,1,test_apple_007,apple-like,"brittle_surface,damp_texture",mine_by_hand,0.15,0.0,0.0,0.0,0.133333,0.133333,damp_texture=0.000000;brittle_surface=0.000000,unknown,False,False
0,1,test_apple_007,apple-like,"brittle_surface,damp_texture",mine_with_pickaxe,0.15,0.0,0.0,0.0,0.133333,0.133333,damp_texture=0.000000;brittle_surface=0.000000,unknown,False,False
0,1,test_apple_007,apple-like,"brittle_surface,damp_texture",craft_plank,0.1,0.0,0.0,0.0,0.083333,0.083333,damp_texture=0.000000;brittle_surface=0.000000,unknown,False,False
0,1,test_apple_007,apple-like,"brittle_surface,damp_texture",eat,0.85,0.0,0.0,0.0,0.833333,0.833333,damp_texture=0.000000;brittle_surface=0.000000,unknown,False,True
0,1,test_apple_007,apple-like,"brittle_surface,damp_texture",use_as_tool,0.1,0.0,0.0,0.0,0.083333,0.083333,damp_texture=0.000000;brittle_surface=0.000000,unknown,False,False
0,1,test_apple_007,apple-like,"brittle_surface,damp_texture",burn_as_fuel,0.15,0.0,0.0,0.0,0.133333,0.133333,damp_texture=0.000000;brittle_surface=0.000000,unknown,False,False
0,2,test_apple_012,stone-like,,mine_by_hand,0.85,0,0,0.0,0.833333,0.833333,,unknown,False,True
0,2,test_apple_012,stone-like,,mine_with_pickaxe,0.85,0,0,0.0,0.833333,0.833333,,unknown,False,False
0,2,test_apple_012,stone-like,,craft_plank,0.1,0,0,0.0,0.083333,0.083333,,unknown,False,False
0,2,test_apple_012,stone-like,,eat,0.15,0,0,0.0,0.133333,0.133333,,unknown,False,False
0,2,test_apple_012,stone-like,,use_as_tool,0.1,0,0,0.0,0.083333,0.083333,,unknown,False,False
0,2,test_apple_012,stone-like,,burn_as_fuel,0.1,0,0,0.0,0.083333,0.083333,,unknown,False,False
0,3,test_wood_log_005,wood-like,,mine_by_hand,0.25,0,0,0.0,0.233333,0.233333,,unknown,False,False
0,3,test_wood_log_005,wood-like,,mine_with_pickaxe,0.25,0,0,0.0,0.233333,0.233333,,unknown,False,False
0,3,test_wood_log_005,wood-like,,craft_plank,0.85,0,0,0.0,0.833333,0.833333,,unknown,False,True
0,3,test_wood_log_005,wood-like,,eat,0.15,0,0,0.0,0.133333,0.133333,,unknown,False,False
0,3,test_wood_log_005,wood-like,,use_as_tool,0.15,0,0,0.0,0.133333,0.133333,,unknown,False,False
0,3,test_wood_log_005,wood-like,,burn_as_fuel,0.85,0,0,0.0,0.833333,0.833333,,unknown,False,False
0,4,test_stone_block_002,apple-like,,mine_by_hand,0.15,0,0,0.0,0.133333,0.133333,,unknown,False,False
0,4,test_stone_block_002,apple-like,,mine_with_pickaxe,0.15,0,0,0.0,0.133333,0.133333,,unknown,False,False
0,4,test_stone_block_002,apple-like,,craft_plank,0.1,0,0,0.0,0.083333,0.083333,,unknown,False,False
0,4,test_stone_block_002,apple-like,,eat,0.85,0,0,0.0,0.833333,0.833333,,unknown,False,True
0,4,test_stone_block_002,apple-like,,use_as_tool,0.1,0,0,0.0,0.083333,0.083333,,unknown,False,False
0,4,test_stone_block_002,apple-like,,burn_as_fuel,0.15,0,0,0.0,0.133333,0.133333,,unknown,False,False
0,5,test_apple_006,apple-like,"brittle_surface,damp_texture",mine_by_hand,0.15,0.0,0.0,0.0,0.133333,0.133333,damp_texture=0.000000;brittle_surface=0.000000,unknown,False,False
0,5,test_apple_006,apple-like,"brittle_surface,damp_texture",mine_with_pickaxe,0.15,0.0,0.0,0.0,0.133333,0.133333,damp_texture=0.000000;brittle_surface=0.000000,unknown,False,False
0,5,test_apple_006,apple-like,"brittle_surface,damp_texture",craft_plank,0.1,0.0,0.0,0.0,0.083333,0.083333,damp_texture=0.000000;brittle_surface=0.000000,unknown,False,False
0,5,test_apple_006,apple-like,"brittle_surface,damp_texture",eat,0.85,0.0,0.0,0.0,0.833333,0.833333,damp_texture=0.000000;brittle_surface=0.000000,unknown,False,True
0,5,test_apple_006,apple-like,"brittle_surface,damp_texture",use_as_tool,0.1,0.0,0.0,0.0,0.083333,0.083333,damp_texture=0.000000;brittle_surface=0.000000,unknown,False,False
0,5,test_apple_006,apple-like,"brittle_surface,damp_texture",burn_as_fuel,0.15,0.0,0.0,0.0,0.133333,0.133333,damp_texture=0.000000;brittle_surface=0.000000,unknown,False,False
0,6,test_apple_001,wood-like,,mine_by_hand,0.25,0,0,0.0,0.233333,0.233333,,unknown,False,False
0,6,test_apple_001,wood-like,,mine_with_pickaxe,0.25,0,0,0.0,0.233333,0.233333,,unknown,False,False
0,6,test_apple_001,wood-like,,craft_plank,0.85,0,0,0.0,0.833333,0.833333,,unknown,False,True
0,6,test_apple_001,wood-like,,eat,0.15,0,0,0.0,0.133333,0.133333,,unknown,False,False
0,6,test_apple_001,wood-like,,use_as_tool,0.15,0,0,0.0,0.133333,0.133333,,unknown,False,False
0,6,test_apple_001,wood-like,,burn_as_fuel,0.85,0,0,0.0,0.833333,0.833333,,unknown,False,False
